job_title,country,salary,doj,dob
Content Writer,India,40680.56,2016-09-19,1971-04-30
Security Analyst,Singapore,117962.32,2022-06-23,1983-12-20
Content Writer,New Zealand,57756.42,2022-10-16,1998-12-23
Frontend Developer,Denmark,76848.52,2020-04-17,1996-02-15
Security Analyst,France,89645.64,2020-05-25,1978-01-18
Full Stack Developer,Germany,72729.40,2018-09-15,1981-06-13
Software Engineer,Sweden,70930.82,2016-02-26,1988-01-13
Full Stack Developer,Ireland,103341.50,2018-07-12,1971-08-22
Senior Software Engineer,South Africa,103605.29,2017-06-29,1975-05-29
System Administrator,South Africa,87842.65,2019-06-15,1976-10-05
Network Engineer,Netherlands,81987.23,2022-05-16,1994-04-26
Financial Analyst,New Zealand,66242.34,2019-12-07,1998-02-10
Operations Manager,Ireland,110774.60,2023-11-11,1986-02-04
Data Scientist,Brazil,113277.12,2016-07-14,1981-08-23
HR Manager,Norway,93354.76,2015-07-13,1999-12-11
DevOps Engineer,UK,122642.44,2022-10-09,1999-05-16
System Administrator,Denmark,58517.32,2021-08-13,1995-07-20
Financial Analyst,Sweden,72746.86,2019-12-06,1995-10-16
HR Manager,New Zealand,69395.14,2024-08-28,1998-09-12
Engineering Manager,Japan,145500.92,2023-05-25,1990-07-11
Content Writer,Singapore,51078.25,2018-12-19,1978-01-06
Backend Developer,Ireland,67204.41,2015-05-28,1987-12-17
Technical Writer,Switzerland,80943.98,2024-04-09,1980-03-24
Sales Manager,Germany,101392.09,2019-04-22,1974-06-30
Marketing Manager,Japan,107474.97,2019-03-19,1999-04-06
Security Analyst,UAE,110680.00,2021-11-27,1985-01-09
CTO,Norway,209341.64,2021-08-25,1972-05-11
Software Engineer,New Zealand,60004.22,2016-03-01,1992-12-19
UX Designer,UK,77375.98,2022-09-02,1973-03-14
Network Engineer,Japan,87320.39,2022-03-13,1970-05-10
IT Specialist,Singapore,61046.09,2016-06-10,1994-11-01
DevOps Engineer,UAE,105517.84,2023-03-21,1989-07-04
Product Manager,Ireland,127415.11,2021-02-16,1989-08-16
Software Engineer,France,74520.56,2018-07-09,1989-11-04
VP of Engineering,Switzerland,166720.18,2024-08-04,1972-05-14
Marketing Manager,Ireland,92538.60,2023-04-12,1982-01-17
QA Engineer,Brazil,61668.89,2019-06-10,2000-04-28
Machine Learning Engineer,Netherlands,116114.02,2020-10-22,1975-10-20
Product Manager,UK,126351.45,2018-09-12,1995-12-08
Frontend Developer,Brazil,80699.12,2021-05-04,1986-02-08
HR Manager,Brazil,98343.96,2024-08-28,2000-10-28
UI Designer,South Africa,76818.03,2018-02-01,1990-02-20
UI Designer,UAE,67021.44,2018-04-08,1996-11-10
Compliance Officer,Japan,99200.48,2015-11-19,1970-10-30
Backend Developer,Australia,88521.76,2019-09-18,1979-07-21
VP of Engineering,France,211151.50,2018-03-15,1984-06-14
Financial Analyst,Ireland,65680.15,2024-03-19,1982-07-03
HR Manager,Singapore,65408.24,2021-05-31,2000-02-02
VP of Engineering,India,205678.55,2017-08-27,1972-01-25
UX Designer,Australia,76937.78,2017-04-21,1987-05-18
VP of Engineering,UAE,177429.38,2016-02-11,1982-02-24
Project Manager,Switzerland,107266.59,2023-08-03,1976-09-18
UX Designer,India,84525.70,2015-12-10,1999-04-19
Software Engineer,Denmark,61532.98,2015-12-23,1993-09-11
Data Analyst,Switzerland,79967.89,2018-08-03,1977-02-13
IT Specialist,UAE,67915.74,2019-04-12,1979-12-20
VP of Engineering,Singapore,166881.77,2023-06-27,1986-02-22
Marketing Manager,Switzerland,74851.08,2022-02-23,1995-07-03
Database Administrator,UAE,78696.50,2022-12-07,1992-06-19
IT Specialist,UAE,55163.18,2021-01-28,1982-07-22
Data Scientist,South Africa,121518.32,2018-07-25,1993-11-25
Frontend Developer,Norway,60711.66,2018-07-02,1992-07-20
UX Designer,UK,88101.81,2015-04-27,1991-10-08
Content Writer,Canada,59213.45,2016-11-27,1987-11-15
Operations Manager,Denmark,111160.89,2019-05-04,1997-12-12
Finance Manager,Germany,101657.58,2023-05-24,1999-09-25
Operations Manager,Australia,108685.47,2024-06-15,1973-07-13
Financial Analyst,Switzerland,82880.49,2016-05-27,1994-02-14
Full Stack Developer,Australia,97020.76,2016-02-12,1988-10-12
Marketing Manager,Netherlands,98742.41,2020-10-22,1982-09-04
System Administrator,Australia,65165.88,2015-06-19,1993-04-03
Graphic Designer,Singapore,70810.44,2019-05-30,1982-09-02
Finance Manager,UAE,97940.84,2023-01-14,1973-05-27
Backend Developer,Denmark,71453.46,2022-10-10,1977-11-19
Machine Learning Engineer,Sweden,100372.43,2022-05-12,1973-08-11
Senior Software Engineer,Australia,95277.54,2023-10-21,1976-08-31
Support Engineer,Germany,69368.15,2015-02-10,1980-09-02
Cloud Architect,USA,135868.33,2023-01-10,1982-08-21
Customer Success Manager,Netherlands,69915.56,2017-10-02,1995-07-19
Frontend Developer,New Zealand,66767.29,2023-05-31,1987-01-11
Business Analyst,France,63322.28,2019-08-02,1971-07-27
Graphic Designer,Netherlands,74326.13,2017-10-20,1985-09-16
Customer Success Manager,Sweden,68680.62,2016-11-26,1997-01-06
Full Stack Developer,Denmark,90892.07,2017-08-03,1998-11-07
Finance Manager,Singapore,126909.32,2022-09-05,1979-03-01
Backend Developer,USA,65278.63,2019-02-21,1992-06-01
IT Specialist,UAE,77323.88,2023-04-18,1971-11-25
Full Stack Developer,UK,103722.97,2016-05-16,1987-07-31
DevOps Engineer,France,85044.10,2021-03-02,1976-07-23
Machine Learning Engineer,Norway,121763.22,2018-08-25,1990-10-22
Project Manager,South Africa,93962.39,2024-09-21,1976-06-04
Backend Developer,Sweden,83257.50,2016-12-04,1980-02-17
Data Analyst,Japan,67024.10,2016-08-15,1984-12-26
Accountant,Norway,77574.21,2021-09-01,1976-03-31
Graphic Designer,Brazil,67289.32,2022-05-23,1987-07-22
Customer Success Manager,Sweden,97374.59,2015-12-31,1982-02-16
UX Designer,Norway,80595.32,2019-10-18,1979-05-30
Senior Software Engineer,Netherlands,135180.33,2024-03-09,1987-02-12
HR Manager,USA,81560.61,2018-12-21,1973-12-31
Graphic Designer,Singapore,55629.58,2019-06-23,1974-12-22
Operations Manager,Brazil,75835.94,2016-01-18,1981-01-09
QA Engineer,Brazil,67037.25,2017-03-27,1993-04-01
Financial Analyst,Switzerland,95988.90,2022-10-18,1993-12-10
Project Manager,UAE,105900.12,2015-09-11,1991-04-10
Machine Learning Engineer,Brazil,131403.21,2024-05-19,1972-08-04
DevOps Engineer,New Zealand,110313.77,2019-12-09,1984-05-15
Database Administrator,UAE,96761.69,2023-03-29,1991-01-19
Content Writer,Mexico,55682.36,2024-02-08,1974-08-09
Data Analyst,New Zealand,64932.10,2017-09-11,1989-05-26
Compliance Officer,Norway,82851.16,2023-12-19,1977-04-03
Marketing Manager,UAE,94163.82,2021-12-15,1997-11-02
Network Engineer,Denmark,80094.89,2020-10-12,1992-09-27
DevOps Engineer,India,99123.92,2019-11-29,1982-07-27
Backend Developer,USA,100190.43,2015-11-18,1992-04-25
Machine Learning Engineer,Mexico,142871.69,2022-04-08,1986-10-07
HR Manager,Brazil,84533.45,2022-07-07,1983-07-25
Legal Counsel,UK,135518.26,2018-04-06,1992-08-06
VP of Engineering,Australia,184932.59,2020-09-24,1992-02-10
Technical Writer,UAE,83704.43,2018-03-30,1972-01-03
Sales Manager,Sweden,75457.11,2022-08-23,1972-05-13
Finance Manager,South Africa,124971.83,2018-08-09,1995-07-06
Product Manager,Singapore,104140.03,2018-01-14,1989-04-26
Content Writer,Singapore,64245.88,2018-06-15,1981-06-09
Frontend Developer,Ireland,82228.39,2024-10-02,1988-06-22
Frontend Developer,Singapore,79446.87,2017-03-25,1975-04-16
VP of Engineering,France,212283.65,2015-05-02,1981-12-22
DevOps Engineer,South Africa,117278.22,2015-01-17,1986-11-02
Security Analyst,Netherlands,92255.41,2020-03-16,1995-09-20
CTO,Germany,247362.61,2022-03-29,1997-05-11
Database Administrator,New Zealand,72961.89,2018-04-12,1982-07-17
Senior Software Engineer,USA,114394.32,2023-10-11,1993-01-28
Junior Developer,Mexico,63802.01,2018-10-12,1980-12-24
Senior Software Engineer,South Africa,94419.37,2024-02-20,1992-12-28
Project Manager,Canada,91658.81,2022-07-29,1998-04-08
UI Designer,Singapore,64992.97,2023-07-24,1985-10-23
Financial Analyst,South Africa,98733.82,2020-01-21,1988-03-01
Project Manager,Mexico,114419.64,2023-04-12,1971-12-25
Support Engineer,France,64070.46,2020-06-24,1975-06-29
Compliance Officer,Singapore,102449.12,2020-04-04,1989-06-30
Support Engineer,Singapore,67461.30,2018-04-06,1988-12-17
DevOps Engineer,Germany,99702.77,2016-05-11,1992-07-26
Project Manager,USA,91817.37,2022-04-09,1985-03-10
Backend Developer,USA,73715.31,2024-12-18,1994-11-06
QA Engineer,Japan,80908.85,2018-04-17,1988-07-22
DevOps Engineer,Australia,96349.76,2019-09-17,1990-05-22
Scrum Master,UK,87887.10,2024-03-20,1989-09-18
Operations Manager,Norway,75613.02,2024-06-06,1993-08-17
Marketing Manager,South Africa,92397.31,2023-05-23,1997-01-24
Security Analyst,New Zealand,77291.54,2024-04-02,1984-12-07
Technical Writer,Singapore,59354.42,2023-11-16,1980-05-09
HR Manager,New Zealand,86602.42,2018-11-19,1976-02-25
HR Manager,Canada,65646.26,2024-09-24,1983-10-08
IT Specialist,Mexico,67795.87,2016-02-15,1997-09-23
QA Engineer,Australia,72482.09,2020-08-15,1990-03-18
Machine Learning Engineer,USA,111775.56,2017-05-10,1985-01-28
Graphic Designer,Netherlands,50873.98,2016-02-02,1979-08-30
Compliance Officer,Brazil,87605.41,2019-07-03,1997-07-03
Scrum Master,UK,106894.49,2017-09-28,1979-05-21
Data Scientist,Switzerland,92713.83,2017-04-01,1971-11-07
Content Writer,UK,60286.26,2023-07-01,1980-03-07
Customer Success Manager,Switzerland,89077.46,2016-12-17,1998-10-10
Database Administrator,Norway,85772.61,2024-12-06,1987-07-12
Content Writer,Mexico,45078.21,2019-02-11,1973-05-27
Finance Manager,India,113313.45,2017-06-27,1997-06-12
Financial Analyst,Brazil,66330.74,2024-08-20,1995-08-07
Support Engineer,South Africa,73499.75,2023-10-22,1995-04-06
Backend Developer,Mexico,65992.19,2024-12-19,1979-05-10
Financial Analyst,Canada,83224.77,2017-09-19,1975-08-25
QA Engineer,Netherlands,59784.59,2022-11-30,1986-12-17
Legal Counsel,Netherlands,109404.10,2019-11-11,1970-12-20
Machine Learning Engineer,Brazil,130473.76,2017-03-17,1981-02-13
Junior Developer,Denmark,47910.69,2015-06-12,1994-04-21
Data Scientist,Brazil,115488.29,2018-09-23,2000-11-09
Data Scientist,USA,113250.71,2020-02-14,1987-10-24
Engineering Manager,Denmark,136517.18,2023-03-28,1975-01-04
Senior Software Engineer,UK,97543.43,2018-12-17,1998-05-14
HR Manager,Singapore,71933.87,2020-03-12,1986-08-25
Marketing Manager,France,70241.22,2022-09-17,1989-08-31
Cloud Architect,Germany,117736.10,2020-09-02,1998-10-21
Operations Manager,Germany,94679.37,2024-02-15,1982-10-20
Accountant,Switzerland,73530.57,2019-04-05,1975-12-11
VP of Engineering,Norway,150892.79,2019-07-13,1978-06-29
System Administrator,Sweden,61071.12,2024-10-23,1987-08-18
Operations Manager,South Africa,81791.99,2015-08-17,1994-01-01
UX Designer,South Africa,77920.01,2020-01-31,1978-12-16
Product Manager,France,140366.75,2015-08-28,1990-02-28
Sales Manager,Germany,104733.39,2017-02-04,1993-07-12
Backend Developer,Sweden,68210.45,2024-04-11,1970-05-21
DevOps Engineer,Switzerland,91457.26,2024-09-18,2000-04-04
Content Writer,USA,42332.66,2018-10-10,1979-10-22
System Administrator,Singapore,69744.15,2015-04-06,1990-04-13
Engineering Manager,Australia,169637.31,2020-02-13,1973-07-27
Business Analyst,France,79109.64,2023-01-24,1990-12-18
Marketing Manager,France,106299.23,2019-04-13,1973-04-07
Product Manager,Denmark,109053.54,2019-10-18,1994-08-31
Project Manager,Canada,117044.21,2019-10-14,1989-06-09
Content Writer,India,52294.66,2015-07-02,1984-06-10
Sales Manager,UAE,86965.66,2019-05-03,1994-02-21
Accountant,USA,50947.41,2021-06-15,1994-06-05
Business Analyst,Norway,73592.87,2022-03-09,1970-12-16
HR Manager,Ireland,99211.28,2022-07-22,1990-06-17
IT Specialist,UK,68473.93,2019-01-02,1982-10-12
Graphic Designer,Sweden,46085.16,2015-03-20,1988-02-02
Finance Manager,USA,119711.16,2020-10-12,1975-03-20
Scrum Master,USA,84385.67,2019-01-18,2000-12-18
Legal Counsel,Mexico,99883.39,2022-12-25,1976-07-29
UX Designer,Australia,69544.46,2016-08-29,1971-10-07
Technical Writer,Australia,60637.85,2019-10-14,1981-04-10
VP of Engineering,Ireland,164291.62,2015-12-02,1988-07-24
Network Engineer,UK,91429.99,2015-07-13,1985-02-26
Operations Manager,Norway,99439.22,2019-09-20,1983-07-27
Cloud Architect,Singapore,124366.20,2020-10-01,1984-08-25
Cloud Architect,Mexico,137835.07,2021-11-29,1986-12-13
Engineering Manager,New Zealand,116199.37,2019-08-06,1984-03-30
Support Engineer,Japan,72825.21,2019-03-06,1989-06-22
VP of Engineering,Switzerland,217169.84,2018-11-18,1987-06-28
Sales Manager,South Africa,115018.21,2024-08-21,1979-12-02
Data Analyst,Mexico,74011.28,2024-07-02,2000-12-19
Senior Software Engineer,Ireland,130067.64,2023-03-31,1987-04-17
CTO,Ireland,222328.48,2017-05-06,1979-05-30
Finance Manager,India,114743.16,2016-07-10,1987-07-12
Machine Learning Engineer,Brazil,114467.24,2019-04-28,1978-10-01
Business Analyst,Australia,93327.81,2023-07-24,1994-10-04
Software Engineer,Sweden,64781.63,2017-11-09,1999-12-08
Finance Manager,India,87740.81,2020-07-26,1975-02-01
Network Engineer,Germany,94425.82,2018-01-15,1979-05-15
Machine Learning Engineer,Mexico,116052.22,2024-09-15,1997-10-07
Support Engineer,Ireland,61593.91,2016-03-15,1976-05-31
Finance Manager,Ireland,117438.37,2022-04-10,1999-08-05
Business Analyst,South Africa,89285.13,2022-12-14,1976-04-21
HR Manager,Canada,99999.01,2017-11-29,1977-11-23
Compliance Officer,Canada,90040.95,2015-09-20,1979-06-16
Financial Analyst,Japan,81223.77,2017-01-09,1972-08-10
Data Analyst,France,83580.85,2022-07-17,1982-09-30
DevOps Engineer,Brazil,97208.65,2018-01-19,1978-03-19
Full Stack Developer,Norway,83235.75,2015-02-27,1974-05-06
Finance Manager,France,87148.19,2022-07-25,1972-07-17
Machine Learning Engineer,USA,109381.59,2023-06-10,1980-05-11
UX Designer,Japan,79119.66,2024-05-24,1992-01-28
Finance Manager,India,118510.55,2017-11-30,1996-08-31
Content Writer,Sweden,41943.96,2017-03-11,1995-08-08
System Administrator,Sweden,85342.59,2021-05-18,1994-08-17
Security Analyst,Mexico,114856.46,2019-11-21,1978-05-06
Product Manager,Canada,106813.65,2020-11-01,1971-05-18
Business Analyst,Netherlands,87800.30,2018-03-07,1983-07-23
Senior Software Engineer,USA,131408.71,2020-10-09,1998-10-30
IT Specialist,South Africa,72207.78,2024-06-18,1994-02-04
UX Designer,UK,87591.41,2017-05-11,1990-01-02
Network Engineer,India,77466.38,2018-07-27,1995-04-01
QA Engineer,Ireland,81483.61,2021-07-16,1979-08-23
Scrum Master,Australia,105822.05,2023-10-31,1992-05-10
Engineering Manager,Australia,144737.09,2023-08-28,1972-01-23
Machine Learning Engineer,Canada,104384.75,2019-05-08,1974-02-24
Backend Developer,UAE,82277.19,2015-07-25,1977-10-28
Machine Learning Engineer,Denmark,95455.66,2015-01-30,1980-05-24
Support Engineer,Switzerland,65629.01,2015-01-22,1979-01-05
Data Analyst,New Zealand,77002.51,2024-11-21,1985-01-13
CTO,Japan,256471.00,2015-10-03,1990-01-25
Operations Manager,Brazil,79282.74,2021-03-11,1995-07-09
Sales Manager,France,85728.78,2022-05-27,1979-10-08
Software Engineer,New Zealand,83666.45,2022-09-12,1992-03-04
System Administrator,Canada,60359.49,2016-09-28,1998-04-02
DevOps Engineer,Japan,110756.52,2015-02-01,1991-02-19
Database Administrator,New Zealand,69933.43,2020-10-04,1985-07-26
VP of Engineering,Netherlands,167228.04,2020-06-22,1996-10-13
Content Writer,Australia,63470.77,2016-03-08,1970-04-23
UI Designer,USA,83540.26,2019-05-07,1973-08-16
Customer Success Manager,Japan,90375.07,2022-02-02,1978-01-07
Software Engineer,Netherlands,86643.15,2017-06-06,1996-12-06
VP of Engineering,UK,173614.33,2020-12-15,1975-10-29
Marketing Manager,Ireland,92576.77,2024-12-13,1996-06-13
Content Writer,Australia,53418.06,2021-03-08,2000-07-04
Support Engineer,New Zealand,78935.67,2016-05-13,1997-11-09
UI Designer,Japan,90138.50,2021-08-23,1975-10-28
Machine Learning Engineer,Netherlands,125953.90,2017-06-01,1997-10-09
Sales Manager,UK,113447.44,2022-12-21,1976-12-10
Data Analyst,Germany,56236.32,2022-08-05,1971-01-30
Legal Counsel,South Africa,110933.36,2021-07-10,1973-01-17
VP of Engineering,South Africa,187105.84,2022-01-30,1980-07-06
Full Stack Developer,South Africa,78206.31,2022-03-10,1979-05-20
UI Designer,Mexico,81165.55,2016-08-17,1989-11-30
Senior Software Engineer,UAE,139982.52,2020-05-06,1970-08-26
QA Engineer,USA,56281.18,2015-11-29,1982-10-27
Product Manager,Germany,137347.82,2021-05-08,1984-05-27
IT Specialist,Netherlands,60842.85,2016-01-25,1991-04-11
Legal Counsel,France,148245.51,2020-09-03,1981-12-25
Machine Learning Engineer,UAE,121894.24,2021-08-23,1970-04-26
Frontend Developer,UK,95582.39,2021-06-16,1999-09-13
VP of Engineering,South Africa,201376.65,2024-01-18,1994-10-11
UX Designer,Mexico,86650.70,2017-06-21,1984-06-09
Customer Success Manager,Brazil,93414.94,2021-04-08,1972-03-19
DevOps Engineer,Norway,90214.87,2024-06-06,1991-03-13
Project Manager,India,116050.29,2024-08-07,1983-04-24
Database Administrator,South Africa,75132.82,2016-03-09,1996-12-31
UX Designer,Australia,69184.14,2021-11-05,1998-08-23
DevOps Engineer,Singapore,99384.46,2020-12-28,1973-07-06
Full Stack Developer,New Zealand,88990.25,2020-05-11,1973-08-17
Support Engineer,Brazil,73752.43,2024-10-25,1980-02-18
Engineering Manager,Brazil,145548.24,2021-10-09,1997-02-03
Business Analyst,Brazil,84361.85,2016-06-10,1976-12-21
Backend Developer,Australia,99839.57,2016-01-30,1994-02-27
Accountant,South Africa,67450.26,2019-08-20,1976-01-13
Content Writer,New Zealand,56167.27,2018-09-23,1978-10-22
Accountant,Australia,72033.64,2015-01-12,1988-06-16
UX Designer,USA,78135.27,2016-02-03,1996-01-04
Software Engineer,Netherlands,89560.95,2024-07-04,1988-12-14
Accountant,UAE,76434.52,2020-11-19,1984-01-02
Database Administrator,Sweden,85252.38,2015-10-31,1997-12-15
Finance Manager,USA,86575.17,2020-03-21,1980-09-29
Product Manager,Australia,109469.75,2023-04-07,1994-06-30
Machine Learning Engineer,New Zealand,121676.98,2019-01-22,1976-08-18
Legal Counsel,Brazil,148293.38,2020-02-14,1989-05-29
Operations Manager,Canada,105380.61,2019-09-21,1995-03-01
Database Administrator,India,77192.24,2023-05-08,1980-01-23
Software Engineer,India,84733.26,2015-02-02,1973-12-05
Data Analyst,Mexico,55857.46,2016-02-25,1980-09-13
Backend Developer,South Africa,82459.74,2020-09-25,1994-08-14
Machine Learning Engineer,Denmark,146903.49,2015-05-12,1970-08-16
DevOps Engineer,Sweden,124746.68,2020-10-30,2000-11-06
Senior Software Engineer,USA,134481.37,2019-11-01,1970-11-12
Full Stack Developer,South Africa,79889.35,2022-12-29,2000-09-26
Legal Counsel,Switzerland,117275.87,2019-12-06,1979-10-14
VP of Engineering,India,180379.16,2022-09-01,1981-03-15
Technical Writer,Brazil,61217.80,2024-06-11,1995-03-20
Engineering Manager,New Zealand,148610.98,2018-08-01,1978-11-14
Machine Learning Engineer,UK,108512.57,2023-05-28,1980-07-20
HR Manager,UK,92009.75,2016-05-27,1989-06-15
Scrum Master,Germany,107401.30,2016-05-31,1990-06-15
Compliance Officer,UK,87697.12,2019-08-13,1978-11-30
QA Engineer,Norway,79029.56,2016-06-21,1988-02-24
QA Engineer,UK,67394.55,2018-06-08,1973-02-23
QA Engineer,UAE,67738.32,2021-09-11,1983-06-03
Operations Manager,New Zealand,87578.55,2023-10-11,1972-10-20
UX Designer,Ireland,101587.85,2015-12-21,1982-09-25
Support Engineer,France,68747.95,2018-09-29,1992-05-19
HR Manager,Germany,84711.87,2016-06-11,2000-03-14
Senior Software Engineer,Netherlands,99002.82,2022-09-11,1988-07-28
Technical Writer,Mexico,67268.12,2020-10-24,1973-06-08
Cloud Architect,France,109843.89,2021-11-22,1997-03-05
Compliance Officer,Switzerland,94034.71,2017-07-09,1982-12-11
Security Analyst,Netherlands,82532.96,2016-11-19,1986-05-13
Accountant,Netherlands,57934.13,2020-09-21,1988-11-13
Content Writer,India,45709.05,2016-03-15,1973-11-30
Frontend Developer,Mexico,90241.84,2023-12-05,2000-01-15
QA Engineer,Singapore,60719.65,2024-05-08,1984-05-02
HR Manager,Norway,95160.30,2019-07-12,1994-01-15
Software Engineer,Japan,81552.99,2024-10-12,1974-10-31
Financial Analyst,Switzerland,84984.13,2019-11-23,1992-08-28
Scrum Master,Brazil,109590.24,2018-10-12,1974-12-28
Security Analyst,UK,89690.92,2023-11-25,1998-12-11
VP of Engineering,South Africa,178384.98,2023-05-28,1973-05-09
Operations Manager,Brazil,87845.79,2015-11-26,1970-07-11
Security Analyst,Sweden,111259.01,2020-06-19,1987-11-08
Machine Learning Engineer,USA,101006.52,2020-06-26,1997-05-05
Senior Software Engineer,New Zealand,136820.75,2017-04-02,1997-01-08
Customer Success Manager,Switzerland,67201.20,2015-11-15,1982-12-10
Sales Manager,Japan,85510.81,2017-04-24,1999-09-03
Finance Manager,France,93603.70,2015-12-08,1976-10-12
Engineering Manager,Australia,163566.98,2024-06-26,1995-12-14
Support Engineer,Canada,61915.27,2021-11-21,1978-04-10
Full Stack Developer,Norway,96075.09,2023-08-11,1977-05-13
Data Analyst,Netherlands,63073.68,2024-01-06,1980-08-01
Database Administrator,USA,98226.37,2020-03-02,1972-11-06
DevOps Engineer,Australia,115107.75,2018-04-01,1997-10-31
Scrum Master,Singapore,90538.52,2021-05-21,1992-01-01
IT Specialist,Germany,79319.79,2017-10-04,1992-08-20
Sales Manager,UAE,99628.93,2016-04-18,1995-12-29
Frontend Developer,Singapore,85637.62,2017-09-07,1985-05-20
Support Engineer,South Africa,72456.12,2018-08-28,2000-05-07
QA Engineer,Norway,56001.80,2016-07-17,1993-06-11
Sales Manager,Brazil,90940.01,2022-12-31,1996-01-22
Full Stack Developer,Brazil,98839.08,2023-11-23,1979-06-09
Software Engineer,Canada,63036.20,2023-05-05,1998-11-25
Backend Developer,Switzerland,69130.97,2020-06-25,1999-02-20
Data Scientist,India,119621.99,2022-08-02,1976-08-08
Financial Analyst,Australia,70604.99,2019-10-14,1971-11-18
VP of Engineering,USA,168761.83,2023-12-22,1972-11-18
Accountant,Japan,75970.94,2017-01-16,1971-09-28
Data Analyst,UK,69971.60,2023-10-14,2000-07-01
Graphic Designer,UK,52209.45,2023-12-27,1995-02-06
Marketing Manager,Brazil,80014.11,2018-11-12,1996-11-16
Legal Counsel,Japan,129695.05,2018-11-04,1993-03-25
Full Stack Developer,Denmark,88499.86,2021-12-01,2000-11-18
Compliance Officer,Norway,96364.51,2017-10-08,1973-05-14
Full Stack Developer,USA,72695.30,2020-07-07,1970-04-28
QA Engineer,Brazil,84099.65,2019-09-29,1991-07-27
Legal Counsel,Canada,121531.90,2022-05-24,1977-02-06
Technical Writer,USA,62883.81,2019-02-24,1980-04-20
Support Engineer,Ireland,58617.28,2015-09-14,1976-08-20
Junior Developer,Netherlands,49711.06,2016-01-16,1976-05-10
VP of Engineering,France,210164.14,2024-08-29,1999-05-02
Scrum Master,Japan,91854.12,2020-10-25,2000-03-05
Backend Developer,UAE,69772.79,2024-11-05,1992-04-29
Full Stack Developer,Mexico,87497.59,2016-06-06,1983-06-17
VP of Engineering,Netherlands,189307.64,2018-08-05,1989-09-23
Full Stack Developer,Netherlands,86562.17,2019-11-27,1993-04-10
Engineering Manager,South Africa,113922.77,2023-06-14,1980-08-19
Project Manager,France,109617.86,2024-11-03,1971-07-22
Backend Developer,Netherlands,76478.01,2019-10-03,1974-01-25
Marketing Manager,India,85270.08,2022-01-08,1998-01-12
Accountant,Brazil,76904.39,2023-09-06,1983-11-11
HR Manager,Sweden,65881.03,2018-10-14,1981-12-31
Technical Writer,Mexico,61149.18,2016-03-27,1975-07-19
Financial Analyst,Japan,81144.21,2019-04-20,1970-04-07
Backend Developer,France,84259.04,2017-05-28,1992-10-30
QA Engineer,New Zealand,78734.32,2021-09-07,1994-01-16
Financial Analyst,USA,73013.46,2016-03-25,1979-02-16
Database Administrator,India,77033.33,2020-02-10,1983-10-10
Legal Counsel,Switzerland,97262.52,2016-11-25,1982-02-01
Data Scientist,Denmark,121240.83,2020-04-04,1981-03-26
Engineering Manager,Japan,129417.38,2016-01-27,1976-10-17
Technical Writer,Canada,65469.68,2023-08-09,1985-03-21
QA Engineer,UAE,83031.08,2018-09-12,1981-02-17
Graphic Designer,Singapore,71124.64,2017-10-28,1991-10-16
CTO,Netherlands,225206.44,2020-12-30,1983-01-30
UI Designer,New Zealand,92803.54,2022-10-10,1976-03-21
Business Analyst,New Zealand,66789.80,2017-03-06,1981-12-18
Marketing Manager,USA,96076.29,2019-08-21,1996-10-30
Technical Writer,Australia,78353.20,2016-12-06,1983-06-18
Full Stack Developer,Canada,90474.23,2020-12-31,1974-02-18
Database Administrator,New Zealand,76438.56,2016-01-16,1992-03-31
Junior Developer,India,49403.09,2024-09-27,1992-06-25
IT Specialist,Singapore,67072.71,2023-04-12,1984-11-15
Software Engineer,New Zealand,76569.65,2017-03-10,1994-08-16
Data Scientist,USA,116307.64,2018-03-22,1981-10-17
Accountant,Canada,50413.83,2016-05-12,1991-05-02
Legal Counsel,Germany,142090.62,2017-08-17,1992-05-27
Business Analyst,Brazil,78293.91,2023-10-18,1971-12-11
HR Manager,Ireland,86154.64,2018-09-29,1976-12-19
VP of Engineering,Germany,165651.51,2015-04-07,1979-08-26
UX Designer,Denmark,72773.77,2017-02-08,1996-03-09
Data Analyst,Netherlands,59360.14,2017-04-06,1975-11-10
Content Writer,France,53675.20,2018-03-06,1992-09-26
UX Designer,Switzerland,79636.33,2019-07-06,2000-01-26
Customer Success Manager,Sweden,82748.59,2015-02-20,1998-09-19
Scrum Master,UK,109839.10,2023-01-01,1978-07-07
Junior Developer,New Zealand,47601.23,2020-04-23,1973-08-29
Frontend Developer,Denmark,74940.89,2018-06-28,1972-06-24
Security Analyst,Mexico,94510.61,2021-08-24,1997-01-18
Junior Developer,UAE,57977.06,2019-08-31,1972-12-13
DevOps Engineer,Norway,123559.03,2024-06-25,1986-10-14
UI Designer,Canada,91151.31,2022-02-12,1989-09-13
Data Scientist,New Zealand,119610.16,2020-08-30,1973-01-27
Accountant,UAE,57938.07,2019-12-12,1996-10-15
Security Analyst,Ireland,78083.81,2018-08-27,1974-03-16
Legal Counsel,New Zealand,131027.24,2020-01-01,1970-06-23
Customer Success Manager,Mexico,66321.15,2018-05-20,1983-02-08
QA Engineer,USA,83496.19,2022-03-29,1998-10-06
Graphic Designer,Mexico,48895.78,2023-05-10,1980-10-07
Data Scientist,Ireland,94216.64,2018-04-26,1996-08-03
Operations Manager,Canada,91085.87,2019-10-19,1989-12-11
Frontend Developer,Sweden,88624.06,2022-11-06,1995-12-07
Data Scientist,Netherlands,107787.33,2018-07-15,1977-11-06
Sales Manager,Switzerland,110178.69,2018-06-01,1980-10-04
